epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,41.0148,3.23328,4.33127,2.47999,0.00333,1,0.04853,0.0083,2.83316,4.39794,2.08904,4e-05,4e-05,4e-05
2,43.7806,3.13393,4.49549,2.35062,0.00333,1,0.01866,0.00526,2.41328,4.4822,1.99811,9.802e-05,9.802e-05,9.802e-05
3,46.1859,2.74791,4.29236,2.16063,0.00333,1,0.05301,0.01303,1.99962,4.30149,1.96979,0.000153664,0.000153664,0.000153664
4,48.8072,2.18081,3.54746,1.86688,0.00333,1,0.5601,0.10155,1.43588,4.06738,1.72517,0.000206932,0.000206932,0.000206932
5,51.5972,1.95569,3.03193,1.68321,0.00333,1,0.995,0.25585,1.52824,3.9333,1.69813,0.000257824,0.000257824,0.000257824
6,53.9367,1.87994,2.31241,1.56999,0.00333,1,0.995,0.3648,1.73327,3.33479,1.4899,0.00030634,0.00030634,0.00030634
7,56.2696,1.70308,2.0496,1.45637,0.00333,1,0.995,0.32979,1.66095,3.51851,1.47266,0.00035248,0.00035248,0.00035248
8,58.566,1.7043,2.27838,1.55539,0.00333,1,0.995,0.41636,1.82167,3.46697,1.46331,0.000396244,0.000396244,0.000396244
9,60.8987,1.63562,2.28358,1.51041,0.00333,1,0.995,0.3228,1.99243,3.73075,1.73764,0.000437632,0.000437632,0.000437632
10,63.1992,1.71959,2.33635,1.59894,0.00333,1,0.74623,0.32276,1.95243,3.77613,1.7912,0.000476644,0.000476644,0.000476644
11,65.7442,1.75369,2.06676,1.58297,0.00333,1,0.4151,0.14999,1.83551,3.68889,1.88729,0.00051328,0.00051328,0.00051328
12,68.2093,1.71574,2.25145,1.65046,0.00333,1,0.37346,0.10061,1.72896,3.88444,1.94158,0.00054754,0.00054754,0.00054754
13,70.4821,1.8451,2.36592,1.73946,0.00333,1,0.2512,0.05801,1.58831,3.89093,1.89313,0.000579424,0.000579424,0.000579424
14,72.7069,1.87485,2.11576,1.80502,0.00333,1,0.12067,0.02648,1.66755,3.75725,2.08693,0.000608932,0.000608932,0.000608932
15,75.0304,1.70725,2.20083,1.77947,0.00333,1,0.15696,0.03434,1.82025,3.75499,2.25743,0.000636064,0.000636064,0.000636064
16,77.1312,1.65698,2.09728,1.77909,0.00333,1,0.2263,0.05606,2.0905,4.02579,2.51476,0.00066082,0.00066082,0.00066082
17,79.5454,1.74544,2.20969,1.75946,0.00333,1,0.01926,0.00424,1.93009,4.0225,2.41147,0.0006832,0.0006832,0.0006832
18,81.7394,1.68876,1.98091,1.68541,0.00333,1,0.05455,0.00754,1.83958,3.81648,2.32844,0.000703204,0.000703204,0.000703204
19,83.9869,1.81683,1.98472,1.7788,0.00333,1,0.08895,0.01194,1.88071,3.74226,2.42448,0.000720832,0.000720832,0.000720832
20,86.2573,1.84697,2.59862,1.91176,0.00333,1,0.00877,0.00328,2.05907,3.75705,2.738,0.000736084,0.000736084,0.000736084
21,88.379,1.75253,2.03321,1.66132,0.00333,1,0.00802,0.0035,1.95249,3.80131,2.64453,0.00074896,0.00074896,0.00074896
22,90.4993,1.66043,2.10506,1.60119,0.00333,1,0.01234,0.0062,1.9155,3.72177,2.53456,0.00075946,0.00075946,0.00075946
23,92.6928,1.78419,2.11948,1.67327,0.0248,0.25,0.07212,0.01328,2.0476,3.85078,2.71033,0.000767584,0.000767584,0.000767584
24,94.8295,1.76298,1.81607,1.54701,0.008,0.5,0.03794,0.0129,2.13919,3.80913,2.79813,0.000773332,0.000773332,0.000773332
25,96.9975,1.673,1.73322,1.56765,0.01312,0.5,0.0288,0.00643,1.99983,3.95428,2.58171,0.000776704,0.000776704,0.000776704
26,99.2128,1.54925,1.79753,1.54032,0.36642,0.44403,0.20229,0.03866,2.04511,3.54365,2.40191,0.0007777,0.0007777,0.0007777
27,101.527,1.65231,1.77934,1.55548,0.3544,0.25,0.392,0.12805,2.12478,3.09789,2.14834,0.00077632,0.00077632,0.00077632
28,103.839,1.6192,1.84332,1.59035,0.44053,0.5,0.40375,0.1551,2.26361,2.7533,2.25365,0.000772564,0.000772564,0.000772564
29,105.974,1.67808,1.96253,1.60825,0.44053,0.5,0.40375,0.1551,2.26361,2.7533,2.25365,0.000766432,0.000766432,0.000766432
30,108.26,1.77911,1.87664,1.68203,0.42288,0.5,0.46972,0.16534,2.28082,2.57962,2.38795,0.000757924,0.000757924,0.000757924
31,110.52,1.64107,1.80009,1.61561,0.23178,0.25,0.44222,0.16738,2.05812,2.58596,2.26049,0.00074704,0.00074704,0.00074704
32,112.823,1.55673,1.74103,1.55854,0.5848,0.71201,0.58986,0.22839,1.98706,2.36446,2.28831,0.00073378,0.00073378,0.00073378
33,115.032,1.59366,1.72957,1.60275,0.5848,0.71201,0.58986,0.22839,1.98706,2.36446,2.28831,0.000718144,0.000718144,0.000718144
34,117.271,1.55223,1.68205,1.57672,0.79723,0.98614,0.895,0.41119,1.90995,2.25507,2.23338,0.0006932,0.0006932,0.0006932
35,119.594,1.51685,1.78086,1.64014,1,0.72141,0.87,0.37493,2.04454,2.17382,2.19736,0.0006536,0.0006536,0.0006536
36,121.989,1.45096,1.65999,1.51237,0.73707,0.75,0.87,0.35396,2.07164,2.16902,2.20403,0.000614,0.000614,0.000614
37,124.353,1.39351,1.74194,1.51678,0.73707,0.75,0.87,0.35396,2.07164,2.16902,2.20403,0.0005744,0.0005744,0.0005744
38,126.615,1.594,1.82841,1.67583,0.87714,0.75,0.91167,0.33678,2.00732,2.12103,2.12748,0.0005348,0.0005348,0.0005348
39,128.928,1.49491,1.71856,1.5678,1,0.98001,0.995,0.35998,1.97104,2.024,2.21489,0.0004952,0.0004952,0.0004952
40,131.226,1.48692,1.69347,1.5496,0.94763,1,0.995,0.39812,1.98102,1.90299,2.30077,0.0004556,0.0004556,0.0004556
41,165.83,1.50277,1.87192,1.65523,0.94763,1,0.995,0.39812,1.98102,1.90299,2.30077,0.000416,0.000416,0.000416
42,168.139,1.45026,1.84499,1.62516,0.95998,1,0.995,0.42958,1.98394,1.77538,2.38761,0.0003764,0.0003764,0.0003764
43,170.529,1.39363,1.84903,1.54009,0.9933,1,0.995,0.39099,2.15975,1.79916,2.55519,0.0003368,0.0003368,0.0003368
44,172.807,1.48497,1.86692,1.6036,0.98994,1,0.995,0.42185,2.19757,1.71032,2.55754,0.0002972,0.0002972,0.0002972
45,175.143,1.42936,1.81676,1.49408,0.98994,1,0.995,0.42185,2.19757,1.71032,2.55754,0.0002576,0.0002576,0.0002576
46,177.431,1.25043,1.75026,1.39881,0.98315,1,0.995,0.40461,2.13835,1.68432,2.47109,0.000218,0.000218,0.000218
47,179.609,1.35814,1.73502,1.47099,0.98273,1,0.995,0.4134,1.98229,1.65862,2.2788,0.0001784,0.0001784,0.0001784
48,182.077,1.248,1.70457,1.39853,0.97461,1,0.995,0.43845,1.94308,1.65462,2.23338,0.0001388,0.0001388,0.0001388
49,184.347,1.31787,1.6737,1.42897,0.97461,1,0.995,0.43845,1.94308,1.65462,2.23338,9.92e-05,9.92e-05,9.92e-05
50,186.565,1.34098,1.69594,1.47358,0.97185,1,0.995,0.43956,1.96155,1.62531,2.24525,5.96e-05,5.96e-05,5.96e-05
